"","logFC","logCPM","F","PValue","symbol"
"ENSG00000005187",0.146447149601136,2.99687432893326,0.114893813272526,0.73480442237156,"ACSM3"
"ENSG00000005189",0.428573040346239,2.77807670754047,4.12531920072952,0.0428570240711646,"REXO5"
"ENSG00000005194",0.575226582582151,5.79391456737146,19.9988295797573,9.91461613340579e-06,"CIAPIN1"
"ENSG00000005206",0.851188792837327,5.78223287131582,21.2954700045216,5.19516679815048e-06,"SPPL2B"
"ENSG00000005238",-0.0858815252167351,4.7798372536236,0.251641378325321,0.61617690636443,"FAM214B"
"ENSG00000005243",-0.912134316195964,3.8959181428773,8.10228457497333,0.00463126564022594,"COPZ2"
"ENSG00000005249",-1.90675423213529,3.6436964062674,42.63181388713,1.8556897184235e-10,"PRKAR2B"
"ENSG00000005302",0.344609350114626,5.12877184529968,10.5490192021969,0.00125305718316969,"MSL3"
"ENSG00000005339",-0.436187211124586,6.40878633944477,13.5605028013849,0.000260233486471211,"CREBBP"
"ENSG00000005379",-0.783702265195736,3.66899495315488,5.48763813385502,0.0196038871161657,"TSPOAP1"
"ENSG00000005381",-0.761903780422242,-1.79746273535705,3.81476323172141,0.0514471550431254,"MPO"
"ENSG00000005421",2.10689046332107,-1.33810218851933,5.78794928404385,0.0165551158373186,"PON1"
"ENSG00000005436",0.0420060011166834,3.82822817008701,0.151920371496222,0.696898729775861,"GCFC2"
"ENSG00000005448",1.08445751348269,4.60584541586342,19.5117563165699,1.26504069057655e-05,"WDR54"
"ENSG00000005469",-0.0926990226746676,6.13539037045458,0.100193234329777,0.751750562074665,"CROT"
"ENSG00000005471",-1.41036878021387,0.499869128662624,40.5267438537403,4.9555279362717e-10,"ABCB4"
"ENSG00000005483",-0.509555518449149,6.04759056914811,14.0106319260272,0.000206320182104957,"KMT2E"
"ENSG00000005486",0.369587917916266,6.65669143597724,5.88239926855899,0.0157013092806787,"RHBDD2"
"ENSG00000005513",-0.78650478968929,0.204522749990752,2.92775587686224,0.0877853405066655,"SOX8"
"ENSG00000005700",-0.410728616319365,5.62312503592437,11.2871932853065,0.000849608794848394,"IBTK"
"ENSG00000005801",0.752535664616093,4.82260906641033,16.805403371561,4.94733061853154e-05,"ZNF195"
"ENSG00000005810",-0.588158631985231,5.81457505658679,12.8987865034736,0.000366524033456455,"MYCBP2"
"ENSG00000005812",-0.498412976648868,5.14667229083641,17.9914658066471,2.71575341051312e-05,"FBXL3"
"ENSG00000005844",-0.630397202021655,3.89026203628278,2.86003141657763,0.0915260113183164,"ITGAL"
"ENSG00000005882",-0.848336282235333,4.16555544578178,31.6083403519672,3.38752127299139e-08,"PDK2"
"ENSG00000005884",1.18137572688565,9.03938461209851,9.46357737888552,0.0022289456070041,"ITGA3"
"ENSG00000005889",-0.6342894395395,4.79415236801826,21.8816502426191,3.88325217757884e-06,"ZFX"
"ENSG00000005893",0.203854874182236,7.35585187734351,1.03148139562874,0.310378701387898,"LAMP2"
"ENSG00000005961",1.46097554013924,0.550392732941344,9.71059403369506,0.00195413138375555,"ITGA2B"
"ENSG00000005981",-0.797096089560735,-2.38097702109111,1.74475576145785,0.187235706625421,"ASB4"
"ENSG00000006007",0.0318560089591735,6.57771214406826,0.0302737553800848,0.861951928491182,"GDE1"
"ENSG00000006015",0.723431571271685,5.36363685588308,10.5654859224241,0.00124221027572389,"REX1BD"
"ENSG00000006016",-0.329874348060849,2.78771596341334,0.35814218199269,0.549853060610058,"CRLF1"
"ENSG00000006025",0.466618564257104,4.35778381042954,4.88621158237678,0.0275946840790885,"OSBPL7"
"ENSG00000006042",-0.279212124045219,5.46202360202295,0.923429717537469,0.337112881996021,"TMEM98"
"ENSG00000006047",-0.195233055251671,1.21979445372128,0.117860811629477,0.731533081997298,"YBX2"
"ENSG00000006059",2.67860295144048,1.49091855606649,6.95204938408416,0.00867365568264072,"KRT33A"
"ENSG00000006062",-0.822915511260625,4.05168737047189,16.8150507678314,4.92318424915684e-05,"MAP3K14"
"ENSG00000006071",-2.5229065692344,-1.86025580565525,29.4451593911057,9.5974379004144e-08,"ABCC8"
"ENSG00000006118",2.24043707955297,6.43776797720341,49.163727107809,9.10730139684476e-12,"TMEM132A"
"ENSG00000006125",0.0491453106925897,7.72774296535642,0.114924293353314,0.734770577605748,"AP2B1"
"ENSG00000006128",-1.30995057231602,0.449665547303752,3.30653859943068,0.0696961344167637,"TAC1"
"ENSG00000006194",-0.190816000402178,4.89441711085263,4.5244340955368,0.0339793810227878,"ZNF263"
"ENSG00000006210",-1.43683520618033,5.599464909827,14.9190022731231,0.000129393508275128,"CX3CL1"
"ENSG00000006282",0.0847655095916905,6.20975993128093,0.169529788716273,0.68073397771518,"SPATA20"
"ENSG00000006283",0.32603578482775,-0.0879017143797137,0.40659691015506,0.524039223463702,"CACNA1G"
"ENSG00000006327",0.321284182104414,6.46853229596688,1.0449175317667,0.307251865108702,"TNFRSF12A"
"ENSG00000006377",2.72684565755005,1.79258560189233,17.3455984970474,3.76312677725408e-05,"DLX6"
"ENSG00000006432",0.774174115641039,3.88171809415071,8.2640206174409,0.00424335240754649,"MAP3K9"
"ENSG00000006451",0.482893073541714,6.22846816963003,9.5404034467881,0.00213949592552668,"RALA"
"ENSG00000006453",0.551880227030738,6.01269060389869,6.79316449902246,0.00946665588814324,"BAIAP2L1"
"ENSG00000006459",-0.419747220083994,4.73106973359612,4.26246930091217,0.0395587695685962,"KDM7A"
"ENSG00000006468",-0.345631321606197,2.97479090347875,1.10813843976488,0.293074638266414,"ETV1"
"ENSG00000006530",0.440172361778746,4.86798025049509,16.6256655999589,5.41972349801605e-05,"AGK"
"ENSG00000006534",-0.19153413549319,4.82686014580916,0.346017271249089,0.556683347507581,"ALDH3B1"
"ENSG00000006555",-0.684593334327708,4.99480269920845,4.81116995851452,0.0288073599417668,"TTC22"
"ENSG00000006576",-0.00207388258406148,4.95300780141731,0.000278016315530312,0.986704519539745,"PHTF2"
"ENSG00000006606",-0.515916094402329,-1.20660459752691,1.23496487891689,0.267060944405203,"CCL26"
"ENSG00000006607",-0.254993841243633,5.03738446961782,2.99946590271298,0.0840048599327851,"FARP2"
"ENSG00000006611",0.294495657083399,1.1055337279313,0.115184179060945,0.73448220626569,"USH1C"
"ENSG00000006625",1.27340702242839,5.55045582679472,33.0080976651887,1.73302141346943e-08,"GGCT"
"ENSG00000006634",1.32534523446555,4.07022568115178,52.3876777219972,2.09415861103071e-12,"DBF4"
"ENSG00000006638",-0.382313700503898,1.54677550362998,1.65590376888324,0.198845497807835,"TBXA2R"
"ENSG00000006652",-0.0973352689866904,3.48465332766631,0.294149577279675,0.587852864487155,"IFRD1"
"ENSG00000006695",-0.0682290411472699,4.16863945278376,0.316597313326422,0.573951233294032,"COX10"
"ENSG00000006704",0.519068940133526,5.82015978480504,11.5932168727954,0.000723690225348555,"GTF2IRD1"
"ENSG00000006712",-0.149891602333676,6.61512461469869,1.2949387133397,0.255769683891338,"PAF1"
"ENSG00000006715",-0.0625367943750939,5.90788581203812,0.311597298679541,0.576990468299964,"VPS41"
"ENSG00000006740",-0.514503133141632,2.10993135149945,2.76854054357656,0.0968579893420214,"ARHGAP44"
"ENSG00000006744",0.0724460101483277,6.3077572148859,0.360799364371215,0.548377206115222,"ELAC2"
"ENSG00000006747",0.214242651217939,4.38817108843367,0.189353641810903,0.663672145411315,"SCIN"
"ENSG00000006756",-0.0231969026815539,5.68359460539596,0.00951681532779976,0.922331505691476,"ARSD"
"ENSG00000006757",-0.055768612615252,3.83586241757496,0.0852550560097157,0.770438315295375,"PNPLA4"
"ENSG00000006788",-0.0789269173382681,-1.86536142995516,0.0208561960892081,0.885238654319838,"MYH13"
"ENSG00000006831",0.211548755827545,6.46515879419527,2.02615773428051,0.155331905750207,"ADIPOR2"
"ENSG00000006837",0.648441132347348,-0.800420972841201,11.7874496107762,0.000653763056517492,"CDKL3"
"ENSG00000007001",-0.2189442655714,-3.24732382980737,0.238381316451388,0.625625064497866,"UPP2"
"ENSG00000007038",0.415824569016681,2.40831476749828,0.278432518283372,0.598000991949848,"PRSS21"
"ENSG00000007047",-0.0398488838060165,5.67958277507396,0.12086751199296,0.72826460338933,"MARK4"
"ENSG00000007062",0.158252232963832,3.2898237659953,0.0454865722815357,0.831212317890216,"PROM1"
"ENSG00000007080",0.466330747449844,6.29376574927741,9.83826727082338,0.00182587361192567,"CCDC124"
"ENSG00000007129",0.129507342442827,0.454899432468712,0.0805956013261389,0.776627721546429,"CEACAM21"
"ENSG00000007168",-0.559775900688522,6.68776780920164,31.0342607461012,4.46288937822152e-08,"PAFAH1B1"
"ENSG00000007171",-0.00154553213996153,2.04414443247471,6.70945346059493e-06,0.997934466944075,"NOS2"
"ENSG00000007174",-0.390012707874863,-0.975852137630127,0.414331509577927,0.52012026376874,"DNAH9"
"ENSG00000007202",0.0543909166145284,6.86021328163694,0.141959136998552,0.706525833638644,"KIAA0100"
"ENSG00000007216",1.89689178429604,-1.15970612862441,4.3349625693304,0.0379244694073805,"SLC13A2"
"ENSG00000007237",-2.161108960284,4.51313481902587,49.1895864875012,9.00014098722195e-12,"GAS7"
"ENSG00000007255",0.121534818707776,4.98974762268435,0.24286670534726,0.62239331131387,"TRAPPC6A"
"ENSG00000007264",-0.0242611065720165,1.91513193541994,0.00315927313400128,0.955202529145148,"MATK"
"ENSG00000007306",-1.42642810087273,4.69352820578795,3.18570282765722,0.0749856913803541,"CEACAM7"
"ENSG00000007312",-1.47431461734327,2.3487102430559,9.12337043750439,0.00267322167442676,"CD79B"
"ENSG00000007314",-0.56497015995011,-0.678282861225321,1.29194649269028,0.256318823203669,"SCN4A"
"ENSG00000007341",0.00401844071813992,3.22085774244338,0.00118940408041854,0.972504128340677,"ST7L"
"ENSG00000007350",3.44233412957964,0.894275026595113,7.52882474548318,0.00632448203212821,"TKTL1"
"ENSG00000007372",4.06159387493885,0.99397179200743,20.506667094362,7.69428252102833e-06,"PAX6"
"ENSG00000007376",0.849135378930305,5.06944614125567,29.2288740840324,1.06547572790901e-07,"RPUSD1"
"ENSG00000007384",0.347139199621021,5.38615959013238,3.20726668914665,0.0740109290365601,"RHBDF1"
"ENSG00000007392",0.498676165570647,5.65625003157433,6.33754734679991,0.012181143098612,"LUC7L"
"ENSG00000007402",0.304298279501836,1.41948636944123,0.838617241054637,0.360302762826988,"CACNA2D2"
"ENSG00000007516",0.455950173199086,3.89069112581935,1.08172539518478,0.298892867298576,"BAIAP3"
"ENSG00000007520",0.123889176449772,5.26525953730417,0.819601120390744,0.365800773802859,"TSR3"
"ENSG00000007541",0.566028772553669,5.58392531884123,11.097967265687,0.000938383365413425,"PIGQ"
"ENSG00000007545",0.148150968569819,4.05484724872387,1.2671917585137,0.260918332542521,"CRAMP1"
"ENSG00000007866",-0.490907397553544,6.61514429129559,9.65951342100651,0.00200798134808799,"TEAD3"
"ENSG00000007908",-2.56961111949946,4.01915486610174,34.1593881508756,1.00067806567704e-08,"SELE"
"ENSG00000007923",0.2640600395323,5.00417208234829,3.89348992367317,0.0491097538664015,"DNAJC11"
"ENSG00000007933",2.29226166686175,2.80154419852443,7.2233173169924,0.00747383622465145,"FMO3"
"ENSG00000007944",-0.145357544801783,5.51576320093279,0.324796657054223,0.569035048395537,"MYLIP"
"ENSG00000007952",0.888613064121579,1.87338872928646,3.99121280439555,0.0463638375986616,"NOX1"
"ENSG00000007968",1.67620835277736,3.75002076618618,20.5163875254792,7.65707411741569e-06,"E2F2"
"ENSG00000008018",0.297085574740277,7.4233093378765,4.24638343098294,0.0399313639681236,"PSMB1"
"ENSG00000008056",0.561984486377553,0.797191079667962,1.82857705160493,0.17700223041284,"SYN1"
"ENSG00000008083",0.581476272654815,5.5605587366357,6.22321015893552,0.012980688498242,"JARID2"
"ENSG00000008086",0.0601003529234735,4.52169522894328,0.0674239970017299,0.795248574494946,"CDKL5"
"ENSG00000008118",-0.871588850129024,-0.899061642932408,7.86663764306733,0.00526243828135936,"CAMK1G"
"ENSG00000008128",0.509391577295406,0.848117988914691,6.28892564594606,0.012514751781529,"CDK11A"
"ENSG00000008130",0.338617874717909,6.19214879770381,10.2318557027112,0.00148184044311055,"NADK"
"ENSG00000008196",2.33740696995493,0.495992512237326,5.25481808465866,0.0223654490841382,"TFAP2B"
"ENSG00000008226",0.211716729579715,0.647875720094006,0.358808416814472,0.549482322463614,"DLEC1"
"ENSG00000008256",-0.156488351094293,4.88739871894043,0.57349085468179,0.449287373683916,"CYTH3"
"ENSG00000008277",-0.465307713677662,2.69214249021723,1.89881662247904,0.168923224439187,"ADAM22"
"ENSG00000008282",-0.0357898382439861,7.71016414196646,0.0456388363869829,0.830934323618055,"SYPL1"
"ENSG00000008283",1.24792614670377,7.06228863738776,49.4517500277482,7.98277928988472e-12,"CYB561"
"ENSG00000008294",-0.572328598462479,6.5974202876673,14.5257303015828,0.000158309361703711,"SPAG9"
"ENSG00000008300",2.66578907910978,4.71552087416027,37.0220863127692,2.57418874379133e-09,"CELSR3"
"ENSG00000008311",-0.876240099682186,3.87486655354577,10.9292426922983,0.00102546520124623,"AASS"
"ENSG00000008323",0.171084278944116,5.64260272782043,0.267498644751323,0.605279015391526,"PLEKHG6"
"ENSG00000008324",0.629151652392832,4.62352067179416,15.420917651079,0.000100092904292807,"SS18L2"
"ENSG00000008382",0.341751595425905,4.02561930553463,3.93871803499748,0.0478180763835863,"MPND"
"ENSG00000008394",0.446370524588216,7.89332601956879,2.4925882696653,0.115114429442192,"MGST1"
"ENSG00000008405",-0.462335963660198,4.1797483422709,11.1660694561594,0.000905397076296093,"CRY1"
"ENSG00000008438",-0.337749112152996,-2.91357093196124,0.631322808218572,0.42730621727705,"PGLYRP1"
"ENSG00000008441",-2.15800633932094,5.54636050753395,109.628030114341,5.11728094796722e-23,"NFIX"
"ENSG00000008513",-0.179483314791809,6.6760990314609,0.465431701679927,0.495461485449341,"ST3GAL1"
"ENSG00000008516",-0.179023175704965,1.77795690940985,0.281944273068663,0.595702210322248,"MMP25"
"ENSG00000008517",1.09581005494337,5.9987040996915,5.4262913176155,0.0202952804008324,"IL32"
"ENSG00000008710",-1.73442636362376,5.17186067802893,128.485430151431,2.95932039590626e-26,"PKD1"
"ENSG00000008735",2.25885008999326,3.14767545330553,16.5732500088077,5.56588160582445e-05,"MAPK8IP2"
"ENSG00000008838",0.507888358144008,6.63372610822969,13.6315879595432,0.000250854824594134,"MED24"
"ENSG00000008853",0.085050879389252,5.32287222017631,0.0659837124247267,0.797398986163668,"RHOBTB2"
"ENSG00000008869",0.121029459121437,5.1449190282905,0.726911246942318,0.394358019038987,"HEATR5B"
"ENSG00000008952",-0.549010121460714,6.96987961352665,28.7003191445068,1.37592289020254e-07,"SEC62"
"ENSG00000008988",0.012776143510801,10.0811615942465,0.00574120903087681,0.939636504349346,"RPS20"
"ENSG00000009307",-0.840241348905311,9.18524788706934,64.2041337866054,1.05241031165785e-14,"CSDE1"
"ENSG00000009335",0.0310285417902744,6.69419248012221,0.0545043877593186,0.815513308784875,"UBE3C"
"ENSG00000009413",-1.50871690519629,4.24265902482263,77.3176362379829,3.47681052633096e-17,"REV3L"
"ENSG00000009694",1.01368701364688,1.68790620272838,1.68277653222522,0.195247355488784,"TENM1"
"ENSG00000009709",1.87123163375855,0.3078634653179,2.81251352852859,0.0942541462354095,"PAX7"
"ENSG00000009724",-0.323419202138956,-0.410166995088332,1.02752038965133,0.311308411912798,"MASP2"
"ENSG00000009765",2.23723241986439,1.17877570028559,7.77068849575242,0.00554405437485862,"IYD"
"ENSG00000009780",-0.260958303418502,3.81610203456391,6.73408062849219,0.0097802388004076,"FAM76A"
"ENSG00000009790",-0.431502484106796,2.39359180043965,1.62024015227081,0.203741993963012,"TRAF3IP3"
"ENSG00000009830",0.632150605889858,4.57631668533782,18.4977986299488,2.10443648411081e-05,"POMT2"
"ENSG00000009844",0.329803180307809,5.76931599386953,7.96556480651092,0.00498738482806733,"VTA1"
"ENSG00000009950",1.2859092248292,1.48979042837632,4.3192023819542,0.0382736239891486,"MLXIPL"
"ENSG00000009954",0.0869792565201232,6.95710906910349,0.633209626095377,0.426616886826132,"BAZ1B"
"ENSG00000010017",-0.222590988431603,5.44912215192906,1.93558013758784,0.164864353249361,"RANBP9"
"ENSG00000010030",1.29271236921265,4.17222526494666,12.8568626012565,0.000374582845733858,"ETV7"
"ENSG00000010072",0.243158408481545,3.573036540861,4.22525568154725,0.040426367813626,"SPRTN"
"ENSG00000010165",0.405125847459665,5.59760593707815,5.54628176997586,0.0189657954150778,"METTL13"
"ENSG00000010219",0.115955548283592,3.9170644766586,0.309574354038388,0.578229203425504,"DYRK4"
"ENSG00000010244",0.377446115369258,7.27034333616911,15.5173897383999,9.52808908020391e-05,"ZNF207"
"ENSG00000010256",0.303074780473384,7.95978914897245,4.16355677352891,0.0419092878826345,"UQCRC1"
"ENSG00000010270",-0.0722252678757357,4.882603167928,0.264075491253512,0.607596360074447,"STARD3NL"
"ENSG00000010278",0.00801102068002785,9.10417975194952,0.00145519491635899,0.969588062815075,"CD9"
"ENSG00000010282",-1.09873742026988,-3.37578561031685,4.47585804717381,0.0349478621281903,"HHATL"
"ENSG00000010292",1.18055654224686,7.10387946221328,30.2242622706412,6.59042378861368e-08,"NCAPD2"
"ENSG00000010295",-1.21646202985044,3.1099775000694,22.5242428561208,2.82462065405105e-06,"IFFO1"
"ENSG00000010310",0.556650396754741,1.74988195084449,1.74966506232448,0.186617699641724,"GIPR"
"ENSG00000010318",0.045281928097188,2.25425760716928,0.063064701657769,0.801835275337133,"PHF7"
"ENSG00000010319",-1.74624204446132,3.1405661099738,57.9889729195395,1.67294913835862e-13,"SEMA3G"
"ENSG00000010322",-0.339838219409577,6.70231718376089,6.0626801380778,0.0141957140422034,"NISCH"
"ENSG00000010327",-0.225395796401092,6.2742169621714,0.355512790070217,0.551320820352057,"STAB1"
"ENSG00000010361",0.390439566149572,3.76065318114469,3.569817249614,0.0595073002025133,"FUZ"
"ENSG00000010379",1.37670817740142,-2.1047400161274,5.27503806687581,0.0221103221604629,"SLC6A13"
"ENSG00000010404",-0.709576555180754,2.35065396488243,15.1181095222849,0.00011685302115478,"IDS"
"ENSG00000010438",0.138814193960813,3.03488632096478,0.0485312457643523,0.825742944227834,"PRSS3"
"ENSG00000010539",0.455565954585803,3.46059342184646,15.5498305982056,9.37158316387903e-05,"ZNF200"
"ENSG00000010610",-0.513514353027234,5.45039495446532,2.49495677395514,0.114942442390951,"CD4"
"ENSG00000010626",0.217160166165379,3.24059814264651,1.54010291028601,0.21527508222181,"LRRC23"
"ENSG00000010671",-0.601515057922252,2.48470234431503,2.51477524365509,0.113514432486862,"BTK"
"ENSG00000010704",0.361445531271027,4.2118099844658,2.29543758304652,0.130484988868816,"HFE"
"ENSG00000010803",-0.652903785306818,5.4068922455511,16.7747251825943,5.02491252927829e-05,"SCMH1"
"ENSG00000010810",-1.43228035333211,5.08243410619473,37.7058974958579,1.86418371530443e-09,"FYN"
"ENSG00000010818",-0.505905804879893,5.45949459604939,9.22683618836707,0.002529295891067,"HIVEP2"
"ENSG00000010932",0.607281104627556,1.33566794631754,1.53406224254773,0.216175500156975,"FMO1"
